"parameter","description","condition_tech","condition_species","condition_reg","value","confidence_l","confidence_h","unit","source","source_details","note"
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Non-N-fixing forages",NA,0,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Perennial grasses",NA,0,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Grass-clover mixtures",NA,0,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Maize",NA,0.61,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Wheat",NA,0.52,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Winter wheat",NA,0.4,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Spring wheat",NA,0.75,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Rice",NA,2.46,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Barley",NA,0.59,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Oats",NA,0.89,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Millet",NA,0.14,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Sorghum",NA,1.33,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Rye",NA,0.88,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Soybean",NA,1.35,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Dry bean",NA,0.68,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Potato",NA,1.06,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Peanut (w/pod)",NA,1.54,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Alfalfa",NA,0,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"Intercept_T","Intercept to estimate Above-ground residue dry matter AG_DM_T (kg d.m. ha-1):",NA,"Non-legume hay",NA,0,NA,NA,NA,"IPCC-2019-vol.4","Table 11.2",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Generic value for crops not indicated below",NA,0.22,NA,NA,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Generic Grains",NA,0.22,0.1848,0.2552,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Winter Wheat",NA,0.23,0.1357,0.3243,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Spring Wheat",NA,0.28,0.2072,0.3528,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Barley",NA,0.22,0.1474,0.2926,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Oats",NA,0.25,-0.05,0.55,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Maize",NA,0.22,0.1628,0.2772,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Rice",NA,0.16,0.104,0.216,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Beans and Pulses",NA,0.19,0.1045,0.2755,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Soybeans",NA,0.19,0.1045,0.2755,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Potatoes and Tubers",NA,0.2,0.1,0.3,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Alfalfa",NA,0.4,0.2,0.6,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Non-legume hay",NA,0.54,0.27,0.81,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"N-fixing forages",NA,0.4,0.2,0.6,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Non-N-fixing forages",NA,0.54,0.27,0.81,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Perennial Grasses",NA,0.8,0.4,1.2,NA,"IPCC-2019-vol.4","Table 11.1",NA
"RS_T","Ratio of below-ground biomass to above-ground biomass",NA,"Grass-clover mixtures",NA,0.8,0.4,1.2,NA,"IPCC-2019-vol.4","Table 11.1",NA
"Frac_renew_T","fraction of total area under crop T that is renewed annually",NA,"arable",NA,1,NA,NA,NA,"IPCC-2019-vol.4","Notes for EQUATION 11.6","For annual crops Frac_Renew = 1"
"Frac_renew_T","fraction of total area under crop T that is renewed annually",NA,"grassland",NA,0.166666666666667,NA,NA,NA,"IPCC-2019-vol.4","Notes for EQUATION 11.6","For countries where pastures are renewed on average every X years, Frac_Renew = 1/X."
