"CODE_PRODUIT","LIBELLE_PRODUIT","SIQO_FILIERE","RICA_var","RICA_var_libelle","RICA_var_code","RICA_var_code_libelle","species","production_type"
"A613","PORC D AUVERGNE","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"swine","meat"
"A428","PONTL EVEQUE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A508","POMMES ET POIRES DE SAVOIE OU POMMES DE SAVOIE OU POIRES DE SAVOIE","IGP, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A641","POMMES DES ALPES DE HAUTE DURANCE","IGP, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"LA0468","POMMES DE TERRE","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"LA0496","POMMES","LR, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A671","POMMEAU DU MAINE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A332","POMMEAU DE NORMANDIE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A482","POMMEAU DE BRETAGNE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A577","POMME DU LIMOUSIN","AOP & AOC, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,"fruits","fruits"
"LA0218","POMME DE TERRE PRIMEUR","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A464","POMME DE TERRE DE L ILE DE RE","AOP & AOC, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,"vegetables","vegetables"
"A215","POMMARD","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A62","POMEROL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A825","POMELO DE CORSE","IGP, AGRUMES",NA,NA,NA,NA,NA,"fruits"
"LA0615","PLANTS DE ROSIER DE JARDIN","LR, AUTRES",NA,NA,NA,NA,NA,NA
"LA0816","PLANTS DE GERANIUMS","LR, AUTRES",NA,NA,NA,NA,NA,NA
"LA2198","PINTADEAU","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0966","PINTADE JAUNE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0994","PINTADE JAUNE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0692","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0174","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0189","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0284","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0287","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0382","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0490","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0693","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0894","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0987","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0992","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1077","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2588","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA6088","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1197","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA5988","PINTADE FERMIERE ELEVEE EN PLEIN AIR ENTIERE ET DECOUPES FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A644","PINTADE DE L ARDECHE","IGP, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A329","PINEAU DES CHARENTES","AOP & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"LA0416","PIMENT DOUX","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A468","PIMENT D ESPELETTE OU PIMENT D ESPELETTE EZPELETAKO BIPERRA","AOP & AOC, CONDIMENTS ASSAISONNEMENTS HERBES ET PIMENTS",NA,NA,NA,NA,NA,NA
"A290","PIERREVERT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A733","PICPOUL DE PINET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A427","PICODON","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A833","PIC SAINTLOUP","AOC, VINS",NA,NA,NA,NA,NA,NA
"A623","PETIT EPEAUTRE DE HAUTE PROVENCE","IGP, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","122","Autres céréales","cereal","crop"
"A214","PETIT CHABLIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A61","PESSACLEOGNAN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A213","PERNANDVERGELESSES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A900","PERIGORD","IGP, VINS",NA,NA,NA,NA,NA,NA
"A444","PELARDON","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"LA1087","PECHES ET NECTARINES","LR, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A60","PECHARMANT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A885","PAYS DES BOUCHESDURHONE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A859","PAYS D OC","IGP, VINS",NA,NA,NA,NA,NA,NA
"A919","PAYS D HERAULT","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1128","PAYS D AUGE","AOP & AOC, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A59","PAUILLAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A299","PATRIMONIO","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A652","PATE DE CAMPAGNE BRETON","IGP, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A298","PALETTE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A49","PACHERENC DU VICBILH","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A426","OSSAUIRATY","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","sheep","milk"
"A598","ORLEANSCLERY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A600","ORLEANS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A448","OLIVES NOIRES DE NYONS","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A461","OLIVES NOIRES DE LA VALLEE DES BAUXDEPROVENCE","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A460","OLIVES CASSEES DE LA VALLEE DES BAUXDEPROVENCE","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A597","OLIVE DE NIMES","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A470","OLIVE DE NICE","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A547","OIGNON DOUX DES CEVENNES","AOP & AOC, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,"vegetables","vegetables"
"A661","OIGNON DE ROSCOFF","AOP & AOC, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,"vegetables","vegetables"
"LA0784","OIE FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0993","OIE FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1697","OIE FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2097","OIE FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A634","OIE D ANJOU","IGP, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0399","OEUFS FERMIERS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA1898","OEUFS FERMIERS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA3599","OEUFS FERMIERS","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA0402","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA0505","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA0602","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA0803","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA0997","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA1500","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA2106","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"LA2301","OEUFS DE POULES ELEVEES EN PLEIN AIR","LR, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"A614","OEUFS DE LOUE","IGP, VOLAILLES VIVANTES ET OEUFS",NA,NA,NA,NA,"poultry","egg"
"A212","NUITSSAINTGEORGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A473","NOIX DU PERIGORD","AOP & AOC, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,"fruits","fruits"
"A453","NOIX DE GRENOBLE","AOP & AOC, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,"fruits","fruits"
"A780","NOISETTE DE CERVIONE NUCIOLA DI CERVIONI","IGP, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A425","NEUFCHATEL","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A211","MUSIGNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A458","MUSCAT DU VENTOUX","AOP & AOC, RAISIN",NA,NA,NA,NA,"fruits","fruits"
"A312","MUSCAT DU CAP CORSE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A309","MUSCAT DE LUNEL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A308","MUSCAT DE BEAUMESDEVENISE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A100","MUSCADET SEVRE ET MAINE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A99","MUSCADET COTES DE GRANDLIEU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A98","MUSCADET COTEAUX DE LA LOIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A97","MUSCADET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A424","MUNSTER","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A628","MOUTARDE DE BOURGOGNE","IGP, CONDIMENTS ASSAISONNEMENTS HERBES ET PIMENTS",NA,NA,NA,NA,NA,NA
"A57","MOULIS OU MOULISENMEDOC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A210","MOULINAVENT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1014","MOULES DE BOUCHOT DE LA BAIE DU MONTSAINTMICHEL","AOP & AOC, PRODUITS DE LA PECHE ET DE L AQUACULTURE",NA,NA,NA,NA,NA,NA
"STG7784","MOULES DE BOUCHOT","STG, PRODUITS DE LA PECHE ET DE L AQUACULTURE",NA,NA,NA,NA,NA,NA
"A690","MOSELLE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A209","MORGON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A208","MOREYSAINTDENIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A445","MORBIER","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A56","MONTRAVEL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A207","MONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A94","MONTLOUISSURLOIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A206","MONTHELIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A205","MONTAGNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A55","MONTAGNESAINTEMILION","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A423","MONT D OR OU VACHERIN DU HAUTDOUBS","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A970","MONT CAUME","IGP, VINS",NA,NA,NA,NA,NA,NA
"A54","MONBAZILLAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A636","MOGETTE DE VENDEE","IGP, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A505","MIRABELLES DE LORRAINE","IGP, FRUITS A PEPIN ET A NOYAU",NA,NA,NA,NA,NA,"fruits"
"A1035","MIRABELLE DE LORRAINE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1135","MIRABELLE D ALSACE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"LA0107","MINICHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0814","MINICHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1014","MINICHAPON FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS ET SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0914","MINICHAPON BLANC FERMIER ELEVE EN PLEIN AIR ENTIER ET DECOUPES FRAIS OU SURGELE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A265","MINERVOISLA LIVINIERE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A262","MINERVOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA1394","MIEL TOUTES FLEURS","LR, MIELS",NA,NA,NA,NA,NA,NA
"A832","MIEL DES CEVENNES","IGP, MIELS",NA,NA,NA,NA,NA,NA
"A454","MIEL DE SAPIN DES VOSGES","AOP & AOC, MIELS",NA,NA,NA,NA,NA,NA
"A587","MIEL DE PROVENCE","IGP, MIELS",NA,NA,NA,NA,NA,NA
"LA2489","MIEL DE LAVANDE ET DE LAVANDIN","LR, MIELS",NA,NA,NA,NA,NA,NA
"A463","MIEL DE CORSE MELE DI CORSICA","AOP & AOC, MIELS",NA,NA,NA,NA,NA,NA
"A579","MIEL D ALSACE","IGP, MIELS",NA,NA,NA,NA,NA,NA
"A204","MEURSAULT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A203","MERCUREY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A93","MENETOUSALON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A571","MELON DU QUERCY","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A504","MELON DU HAUT POITOU","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"LA0591","MELON","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A53","MEDOC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A863","MEDITERRANEE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A202","MAZOYERESCHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A201","MAZISCHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A972","MAURES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A199","MARSANNAY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0215","MARRON","LR, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"A422","MAROILLES OU MAROLLES","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A52","MARGAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A51","MARCILLAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1141","MARC DU LANGUEDOC OU EAUDEVIE DE MARC DU LANGUEDOC","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1074","MARC DU JURA","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1150","MARC DU BUGEY","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A394","MARC DES COTES DU RHONE OU EAUDEVIE DE MARC DES COTES DU RHONE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A389","MARC DE SAVOIE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1153","MARC DE PROVENCE OU EAUDEVIE DE MARC DE PROVENCE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A373","MARC DE CHAMPAGNE OU MARC CHAMPENOIS OU EAUDEVIE DE MARC CHAMPENOIS","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1092","MARC DE BOURGOGNE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1091","MARC D ALSACE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A198","MARANGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A608","MALEPERE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A574","MAINEANJOU","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A48","MADIRAN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A244","MACVIN DU JURA","AOP & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A596","MACONNAIS","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","goats","milk"
"A583","MACON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A503","MACHE NANTAISE","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A47","LUSSACSAINTEMILION","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A681","LUCQUES DU LANGUEDOC","AOP & AOC, FRUITS OLEAGINEUX",NA,NA,NA,NA,"fruits","fruits"
"A854","LUBERON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A46","LOUPIAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A679","LONZO DE CORSE OU LONZO DE CORSE LONZU","AOP & AOC, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A421","LIVAROT","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A45","LISTRACMEDOC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A283","LIRAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A620","LINGOT DU NORD","IGP, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"LA1598","LINGOT","LR, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A251","LIMOUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A301","LES BAUX DE PROVENCE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A502","LENTILLES VERTES DU BERRY","IGP, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","216","Lentille","legumes","crop"
"LA0196","LENTILLES VERTES","LR, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","216","Lentille","legumes","crop"
"A455","LENTILLE VERTE DU PUY","AOP & AOC, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","216","Lentille","legumes","crop"
"A1009","LE PAYS CATHARE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1015","LAVILLEDIEU","IGP, VINS",NA,NA,NA,NA,NA,NA
"A193","LATRICIERESCHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA1397","LAPIN","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A257","LANGUEDOC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A420","LANGRES","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A932","LANDES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A44","LALANDEDEPOMEROL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"STG16117","LAIT DE FOIN STG","STG, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A419","LAGUIOLE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A192","LADOIX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A191","LA TACHE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A190","LA ROMANEE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A189","LA GRANDE RUE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A831","LA CLAPE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A187","L ETOILE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA3590","KIWI HAYWARD","LR, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"A627","KIWI DE L ADOUR","IGP, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"A673","KIRSCH DE FOUGEROLLES","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1138","KIRSCH D ALSACE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1165","KINTOA","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"swine","meat"
"A42","JURANCON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A186","JULIENAS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
